participant	content	token	lemma	tagged_token	tagged_lemma	file
cgv	 what do you think we would have done if we would have saw it	[what, do, you, think, we, would, have, done, if, we, would, have, saw, it]	[what, do, you, think, we, would, have, do, if, we, would, have, saw, it]	[(what, WP), (do, VBP), (you, PRP), (think, VB), (we, PRP), (would, MD), (have, VB), (done, VBN), (if, IN), (we, PRP), (would, MD), (have, VB), (saw, NN), (it, PRP)]	[(what, WP), (do, VBP), (you, PRP), (think, VB), (we, PRP), (would, MD), (have, VB), (do, VB), (if, IN), (we, PRP), (would, MD), (have, VB), (saw, NN), (it, PRP)]	time197-cond1.txt
kid	and it saw us we would go in the car with all our stuff dad did you know bears could escape from the zoo they could stand up and climb up the wall and then make a little hole and and then they could squeeze through and then they would probably go to the forest close to where they were that could happen	[and, it, saw, us, we, would, go, in, the, car, with, all, our, stuff, dad, did, you, know, bears, could, escape, from, the, zoo, they, could, stand, up, and, climb, up, the, wall, and, then, make, a, little, hole, and, and, then, they, could, squeeze, through, and, then, they, would, probably, go, to, the, forest, close, to, where, they, were, that, could, happen]	[and, it, saw, u, we, would, go, in, the, car, with, all, our, stuff, dad, do, you, know, bear, could, escape, from, the, zoo, they, could, stand, up, and, climb, up, the, wall, and, then, make, a, little, hole, and, and, then, they, could, squeeze, through, and, then, they, would, probably, go, to, the, forest, close, to, where, they, be, that, could, happen]	[(and, CC), (it, PRP), (saw, VBD), (us, PRP), (we, PRP), (would, MD), (go, VB), (in, IN), (the, DT), (car, NN), (with, IN), (all, DT), (our, PRP$), (stuff, NN), (dad, NN), (did, VBD), (you, PRP), (know, VBP), (bears, NNS), (could, MD), (escape, VB), (from, IN), (the, DT), (zoo, NN), (they, PRP), (could, MD), (stand, VB), (up, RP), (and, CC), (climb, VB), (up, RP), (the, DT), (wall, NN), (and, CC), (then, RB), (make, VB), (a, DT), (little, JJ), (hole, NN), (and, CC), (and, CC), (then, RB), (they, PRP), (could, MD), (squeeze, VB), (through, IN), (and, CC), (then, RB), (they, PRP), (would, MD), (probably, RB), (go, VB), (to, TO), (the, DT), (forest, JJS), (close, NN), (to, TO), (where, WRB), (they, PRP), (were, VBD), (that, DT), (could, MD), (happen, VB)]	[(and, CC), (it, PRP), (saw, VBD), (u, JJ), (we, PRP), (would, MD), (go, VB), (in, IN), (the, DT), (car, NN), (with, IN), (all, DT), (our, PRP$), (stuff, NN), (dad, NN), (do, VBP), (you, PRP), (know, VB), (bear, NN), (could, MD), (escape, VB), (from, IN), (the, DT), (zoo, NN), (they, PRP), (could, MD), (stand, VB), (up, RP), (and, CC), (climb, VB), (up, RP), (the, DT), (wall, NN), (and, CC), (then, RB), (make, VB), (a, DT), (little, JJ), (hole, NN), (and, CC), (and, CC), (then, RB), (they, PRP), (could, MD), (squeeze, VB), (through, IN), (and, CC), (then, RB), (they, PRP), (would, MD), (probably, RB), (go, VB), (to, TO), (the, DT), (forest, JJS), (close, NN), (to, TO), (where, WRB), (they, PRP), (be, VB), (that, DT), (could, MD), (happen, VB)]	time197-cond1.txt
cgv	yeah it sure could	[yeah, it, sure, could]	[yeah, it, sure, could]	[(yeah, NN), (it, PRP), (sure, RB), (could, MD)]	[(yeah, NN), (it, PRP), (sure, RB), (could, MD)]	time197-cond1.txt
kid	daddy did you know why i know more about god	[daddy, did, you, know, why, i, know, more, about, god]	[daddy, do, you, know, why, i, know, more, about, god]	[(daddy, NN), (did, VBD), (you, PRP), (know, VBP), (why, WRB), (i, NN), (know, VBP), (more, JJR), (about, IN), (god, NN)]	[(daddy, NNS), (do, VBP), (you, PRP), (know, VB), (why, WRB), (i, NN), (know, VBP), (more, JJR), (about, IN), (god, NN)]	time197-cond1.txt
cgv	no why	[no, why]	[no, why]	[(no, DT), (why, WRB)]	[(no, DT), (why, WRB)]	time197-cond1.txt
kid	i watched a commercial about it and jesus and it was a real long show	[i, watched, a, commercial, about, it, and, jesus, and, it, was, a, real, long, show]	[i, watch, a, commercial, about, it, and, jesus, and, it, be, a, real, long, show]	[(i, NN), (watched, VBD), (a, DT), (commercial, JJ), (about, IN), (it, PRP), (and, CC), (jesus, NN), (and, CC), (it, PRP), (was, VBD), (a, DT), (real, JJ), (long, JJ), (show, NN)]	[(i, NN), (watch, VBP), (a, DT), (commercial, JJ), (about, IN), (it, PRP), (and, CC), (jesus, NN), (and, CC), (it, PRP), (be, VB), (a, DT), (real, JJ), (long, JJ), (show, NN)]	time197-cond1.txt
cgv	do you think commercials always tell you the truth	[do, you, think, commercials, always, tell, you, the, truth]	[do, you, think, commercial, always, tell, you, the, truth]	[(do, VBP), (you, PRP), (think, VB), (commercials, NNS), (always, RB), (tell, VBP), (you, PRP), (the, DT), (truth, NN)]	[(do, VBP), (you, PRP), (think, VB), (commercial, JJ), (always, RB), (tell, VBP), (you, PRP), (the, DT), (truth, NN)]	time197-cond1.txt
kid	it was a show dad	[it, was, a, show, dad]	[it, be, a, show, dad]	[(it, PRP), (was, VBD), (a, DT), (show, NN), (dad, NN)]	[(it, PRP), (be, VB), (a, DT), (show, NN), (dad, NN)]	time197-cond1.txt
cgv	 it wasn't a commercial when did you see it this morning	[it, was, not, a, commercial, when, did, you, see, it, this, morning]	[it, be, not, a, commercial, when, do, you, see, it, this, morning]	[(it, PRP), (was, VBD), (not, RB), (a, DT), (commercial, JJ), (when, WRB), (did, VBD), (you, PRP), (see, VB), (it, PRP), (this, DT), (morning, NN)]	[(it, PRP), (be, VB), (not, RB), (a, DT), (commercial, JJ), (when, WRB), (do, VBP), (you, PRP), (see, VB), (it, PRP), (this, DT), (morning, NN)]	time197-cond1.txt
kid	 when you were asleep	[when, you, were, asleep]	[when, you, be, asleep]	[(when, WRB), (you, PRP), (were, VBD), (asleep, JJ)]	[(when, WRB), (you, PRP), (be, VB), (asleep, JJ)]	time197-cond1.txt
cgv	do you want some more cereal	[do, you, want, some, more, cereal]	[do, you, want, some, more, cereal]	[(do, VBP), (you, PRP), (want, VB), (some, DT), (more, RBR), (cereal, NN)]	[(do, VBP), (you, PRP), (want, VB), (some, DT), (more, RBR), (cereal, NN)]	time197-cond1.txt
kid	no i'm gon ta drink my milk and then go out	[no, i, am, gon, ta, drink, my, milk, and, then, go, out]	[no, i, be, gon, ta, drink, my, milk, and, then, go, out]	[(no, DT), (i, NN), (am, VBP), (gon, NN), (ta, NN), (drink, VB), (my, PRP$), (milk, NN), (and, CC), (then, RB), (go, VB), (out, RP)]	[(no, DT), (i, NN), (be, VB), (gon, VBN), (ta, JJ), (drink, VB), (my, PRP$), (milk, NN), (and, CC), (then, RB), (go, VB), (out, RP)]	time197-cond1.txt
cgv	you have that yogurt dressing remember	[you, have, that, yogurt, dressing, remember]	[you, have, that, yogurt, dress, remember]	[(you, PRP), (have, VBP), (that, DT), (yogurt, NN), (dressing, VBG), (remember, VB)]	[(you, PRP), (have, VBP), (that, DT), (yogurt, NN), (dress, NN), (remember, VB)]	time202-cond1.txt
kid	i don't want none yogurt dressing	[i, do, not, want, none, yogurt, dressing]	[i, do, not, want, none, yogurt, dress]	[(i, NNS), (do, VBP), (not, RB), (want, VB), (none, NN), (yogurt, NN), (dressing, VBG)]	[(i, NNS), (do, VBP), (not, RB), (want, VB), (none, NN), (yogurt, NN), (dress, NN)]	time202-cond1.txt
cgv	you don't want any	[you, do, not, want, any]	[you, do, not, want, any]	[(you, PRP), (do, VBP), (not, RB), (want, VB), (any, DT)]	[(you, PRP), (do, VBP), (not, RB), (want, VB), (any, DT)]	time202-cond1.txt
kid	i want that orange kind but it's not yogurt dressing yeah are you gon ta have yogurt dressing i'll get it i got it awoh i didn't stop in time i got so much on	[i, want, that, orange, kind, but, it, is, not, yogurt, dressing, yeah, are, you, gon, ta, have, yogurt, dressing, i, will, get, it, i, got, it, awoc, i, did, not, stop, in, time, i, got, so, much, on]	[i, want, that, orange, kind, but, it, be, not, yogurt, dress, yeah, be, you, gon, ta, have, yogurt, dress, i, will, get, it, i, get, it, awoc, i, do, not, stop, in, time, i, get, so, much, on]	[(i, NN), (want, VBP), (that, IN), (orange, NN), (kind, NN), (but, CC), (it, PRP), (is, VBZ), (not, RB), (yogurt, JJ), (dressing, VBG), (yeah, NN), (are, VBP), (you, PRP), (gon, VBP), (ta, NNS), (have, VBP), (yogurt, VBN), (dressing, VBG), (i, NN), (will, MD), (get, VB), (it, PRP), (i, JJ), (got, VBD), (it, PRP), (awoc, RP), (i, NN), (did, VBD), (not, RB), (stop, VB), (in, IN), (time, NN), (i, NN), (got, VBD), (so, RB), (much, JJ), (on, IN)]	[(i, NN), (want, VBP), (that, IN), (orange, NN), (kind, NN), (but, CC), (it, PRP), (be, VB), (not, RB), (yogurt, NNP), (dress, NN), (yeah, RB), (be, VB), (you, PRP), (gon, VB), (ta, NNS), (have, VBP), (yogurt, VBN), (dress, NN), (i, NN), (will, MD), (get, VB), (it, PRP), (i, JJ), (get, VBP), (it, PRP), (awoc, VBZ), (i, NNS), (do, VBP), (not, RB), (stop, VB), (in, IN), (time, NN), (i, JJ), (get, VBP), (so, RB), (much, RB), (on, IN)]	time202-cond1.txt
cgv	you got quite a bit on the table even	[you, got, quite, a, bit, on, the, table, even]	[you, get, quite, a, bit, on, the, table, even]	[(you, PRP), (got, VBD), (quite, RB), (a, DT), (bit, NN), (on, IN), (the, DT), (table, NN), (even, RB)]	[(you, PRP), (get, VBP), (quite, RB), (a, DT), (bit, NN), (on, IN), (the, DT), (table, NN), (even, RB)]	time202-cond1.txt
kid	it was a accident i put it straight in i said   i put it straight in	[it, was, a, accident, i, put, it, straight, in, i, said, i, put, it, straight, in]	[it, be, a, accident, i, put, it, straight, in, i, say, i, put, it, straight, in]	[(it, PRP), (was, VBD), (a, DT), (accident, NN), (i, NN), (put, VBD), (it, PRP), (straight, VBD), (in, IN), (i, NN), (said, VBD), (i, NN), (put, VBD), (it, PRP), (straight, VBD), (in, IN)]	[(it, PRP), (be, VB), (a, DT), (accident, NN), (i, NN), (put, VBD), (it, PRP), (straight, VBD), (in, IN), (i, JJ), (say, VBP), (i, NN), (put, VBD), (it, PRP), (straight, VBD), (in, IN)]	time202-cond1.txt
cgv	well how did it get on the table if you put it straight in	[well, how, did, it, get, on, the, table, if, you, put, it, straight, in]	[well, how, do, it, get, on, the, table, if, you, put, it, straight, in]	[(well, RB), (how, WRB), (did, VBD), (it, PRP), (get, VB), (on, IN), (the, DT), (table, NN), (if, IN), (you, PRP), (put, VBP), (it, PRP), (straight, VBD), (in, IN)]	[(well, RB), (how, WRB), (do, VB), (it, PRP), (get, VB), (on, IN), (the, DT), (table, NN), (if, IN), (you, PRP), (put, VBP), (it, PRP), (straight, VBD), (in, IN)]	time202-cond1.txt
kid	i don't know	[i, do, not, know]	[i, do, not, know]	[(i, NNS), (do, VBP), (not, RB), (know, VB)]	[(i, NNS), (do, VBP), (not, RB), (know, VB)]	time202-cond1.txt
cgv	 i'll use some of abe's	[i, will, use, some, of, abe, 's]	[i, will, use, some, of, abe, 's]	[(i, NN), (will, MD), (use, VB), (some, DT), (of, IN), (abe, NN), ('s, POS)]	[(i, NN), (will, MD), (use, VB), (some, DT), (of, IN), (abe, NN), ('s, POS)]	time202-cond1.txt
kid	why do you want that and dad's gon ta have yogurt dressing mom why do you want spaghetti you don't even have a plate mom you don't even have a plate	[why, do, you, want, that, and, dad, 's, gon, ta, have, yogurt, dressing, mom, why, do, you, want, spaghetti, you, do, not, even, have, a, plate, mom, you, do, not, even, have, a, plate]	[why, do, you, want, that, and, dad, 's, gon, ta, have, yogurt, dress, mom, why, do, you, want, spaghetti, you, do, not, even, have, a, plate, mom, you, do, not, even, have, a, plate]	[(why, WRB), (do, VBP), (you, PRP), (want, VB), (that, DT), (and, CC), (dad, NN), ('s, POS), (gon, NN), (ta, NN), (have, VBP), (yogurt, VBN), (dressing, VBG), (mom, NN), (why, WRB), (do, VBP), (you, PRP), (want, VB), (spaghetti, NNS), (you, PRP), (do, VBP), (not, RB), (even, RB), (have, VBP), (a, DT), (plate, NN), (mom, NN), (you, PRP), (do, VBP), (not, RB), (even, RB), (have, VBP), (a, DT), (plate, NN)]	[(why, WRB), (do, VBP), (you, PRP), (want, VB), (that, DT), (and, CC), (dad, NN), ('s, POS), (gon, NN), (ta, NN), (have, VBP), (yogurt, VBN), (dress, JJ), (mom, NN), (why, WRB), (do, VBP), (you, PRP), (want, VB), (spaghetti, NNS), (you, PRP), (do, VBP), (not, RB), (even, RB), (have, VBP), (a, DT), (plate, NN), (mom, NN), (you, PRP), (do, VBP), (not, RB), (even, RB), (have, VBP), (a, DT), (plate, NN)]	time202-cond1.txt
cgv	i have a bowl	[i, have, a, bowl]	[i, have, a, bowl]	[(i, NNS), (have, VBP), (a, DT), (bowl, NN)]	[(i, NNS), (have, VBP), (a, DT), (bowl, NN)]	time202-cond1.txt
kid	mom when when you're at the hospital getting the baby out why don't we make a party you know over at the community center	[mom, when, when, you, are, at, the, hospital, getting, the, baby, out, why, do, not, we, make, a, party, you, know, over, at, the, community, center]	[mom, when, when, you, be, at, the, hospital, get, the, baby, out, why, do, not, we, make, a, party, you, know, over, at, the, community, center]	[(mom, NN), (when, WRB), (when, WRB), (you, PRP), (are, VBP), (at, IN), (the, DT), (hospital, NN), (getting, VBG), (the, DT), (baby, NN), (out, RP), (why, WRB), (do, VBP), (not, RB), (we, PRP), (make, VBP), (a, DT), (party, NN), (you, PRP), (know, VBP), (over, RB), (at, IN), (the, DT), (community, NN), (center, NN)]	[(mom, NN), (when, WRB), (when, WRB), (you, PRP), (be, VB), (at, IN), (the, DT), (hospital, NN), (get, VB), (the, DT), (baby, NN), (out, RP), (why, WRB), (do, VBP), (not, RB), (we, PRP), (make, VBP), (a, DT), (party, NN), (you, PRP), (know, VBP), (over, RB), (at, IN), (the, DT), (community, NN), (center, NN)]	time202-cond1.txt
cgv	you want a celebration so you and daddy are going to have a party while i'm at the hospital having the baby	[you, want, a, celebration, so, you, and, daddy, are, going, to, have, a, party, while, i, am, at, the, hospital, having, the, baby]	[you, want, a, celebration, so, you, and, daddy, be, go, to, have, a, party, while, i, be, at, the, hospital, have, the, baby]	[(you, PRP), (want, VBP), (a, DT), (celebration, NN), (so, IN), (you, PRP), (and, CC), (daddy, VB), (are, VBP), (going, VBG), (to, TO), (have, VB), (a, DT), (party, NN), (while, IN), (i, JJ), (am, VBP), (at, IN), (the, DT), (hospital, NN), (having, VBG), (the, DT), (baby, NN)]	[(you, PRP), (want, VBP), (a, DT), (celebration, NN), (so, IN), (you, PRP), (and, CC), (daddy, VB), (be, VB), (go, VBN), (to, TO), (have, VB), (a, DT), (party, NN), (while, IN), (i, JJ), (be, VB), (at, IN), (the, DT), (hospital, NN), (have, VBP), (the, DT), (baby, NN)]	time202-cond1.txt
kid	well boy you could dance and other things	[well, boy, you, could, dance, and, other, things]	[well, boy, you, could, dance, and, other, thing]	[(well, RB), (boy, IN), (you, PRP), (could, MD), (dance, VB), (and, CC), (other, JJ), (things, NNS)]	[(well, RB), (boy, IN), (you, PRP), (could, MD), (dance, VB), (and, CC), (other, JJ), (thing, NN)]	time202-cond1.txt
cgv	while i'm having the baby	[while, i, am, having, the, baby]	[while, i, be, have, the, baby]	[(while, IN), (i, NN), (am, VBP), (having, VBG), (the, DT), (baby, NN)]	[(while, IN), (i, RB), (be, VB), (have, VBP), (the, DT), (baby, NN)]	time202-cond1.txt
kid	no no after mommy has the baby during the day but not in the hospital this is good spaghetti i want more butter	[no, no, after, mommy, has, the, baby, during, the, day, but, not, in, the, hospital, this, is, good, spaghetti, i, want, more, butter]	[no, no, after, mommy, have, the, baby, during, the, day, but, not, in, the, hospital, this, be, good, spaghetti, i, want, more, butter]	[(no, DT), (no, DT), (after, IN), (mommy, NN), (has, VBZ), (the, DT), (baby, NN), (during, IN), (the, DT), (day, NN), (but, CC), (not, RB), (in, IN), (the, DT), (hospital, NN), (this, DT), (is, VBZ), (good, JJ), (spaghetti, NNS), (i, VBP), (want, VBP), (more, RBR), (butter, NN)]	[(no, DT), (no, DT), (after, IN), (mommy, NNS), (have, VBP), (the, DT), (baby, NN), (during, IN), (the, DT), (day, NN), (but, CC), (not, RB), (in, IN), (the, DT), (hospital, NN), (this, DT), (be, VB), (good, JJ), (spaghetti, NNS), (i, VBP), (want, VBP), (more, RBR), (butter, NN)]	time202-cond1.txt
cgv	here it is	[here, it, is]	[here, it, be]	[(here, RB), (it, PRP), (is, VBZ)]	[(here, RB), (it, PRP), (be, VB)]	time202-cond1.txt
kid	i'm also a sloppy eater	[i, am, also, a, sloppy, eater]	[i, be, also, a, sloppy, eater]	[(i, NN), (am, VBP), (also, RB), (a, DT), (sloppy, JJ), (eater, NN)]	[(i, NN), (be, VB), (also, RB), (a, DT), (sloppy, JJ), (eater, NN)]	time202-cond1.txt
cgv	you sure are	[you, sure, are]	[you, sure, be]	[(you, PRP), (sure, VBP), (are, VBP)]	[(you, PRP), (sure, VBP), (be, VB)]	time202-cond1.txt
kid	dad's messy too hey momma what's that thing that carrie had on so you can't see her bellybutton	[dad, 's, messy, too, hey, momma, what, is, that, thing, that, carrie, had, on, so, you, can, not, see, her, bellybutton]	[dad, 's, messy, too, hey, momma, what, be, that, thing, that, carrie, have, on, so, you, can, not, see, her, bellybutton]	[(dad, NN), ('s, POS), (messy, NN), (too, RB), (hey, JJ), (momma, VBP), (what, WP), (is, VBZ), (that, DT), (thing, NN), (that, WDT), (carrie, NN), (had, VBD), (on, IN), (so, IN), (you, PRP), (can, MD), (not, RB), (see, VB), (her, PRP), (bellybutton, VB)]	[(dad, NN), ('s, POS), (messy, NN), (too, RB), (hey, JJ), (momma, VBP), (what, WP), (be, VB), (that, DT), (thing, NN), (that, WDT), (carrie, VBP), (have, VBP), (on, IN), (so, IN), (you, PRP), (can, MD), (not, RB), (see, VB), (her, PRP), (bellybutton, VB)]	time202-cond1.txt
cgv	when she was first born that's the umbilical cord after they cut it	[when, she, was, first, born, that, is, the, umbilical, cord, after, they, cut, it]	[when, she, be, first, born, that, be, the, umbilical, cord, after, they, cut, it]	[(when, WRB), (she, PRP), (was, VBD), (first, JJ), (born, NN), (that, WDT), (is, VBZ), (the, DT), (umbilical, JJ), (cord, NN), (after, IN), (they, PRP), (cut, VBD), (it, PRP)]	[(when, WRB), (she, PRP), (be, VB), (first, JJ), (born, VBN), (that, IN), (be, VB), (the, DT), (umbilical, JJ), (cord, NN), (after, IN), (they, PRP), (cut, VBD), (it, PRP)]	time202-cond1.txt
kid	and they put that colorful stuff on	[and, they, put, that, colorful, stuff, on]	[and, they, put, that, colorful, stuff, on]	[(and, CC), (they, PRP), (put, VBD), (that, DT), (colorful, JJ), (stuff, NN), (on, IN)]	[(and, CC), (they, PRP), (put, VBD), (that, DT), (colorful, JJ), (stuff, NN), (on, IN)]	time202-cond1.txt
cgv	that's right	[that, is, right]	[that, be, right]	[(that, DT), (is, VBZ), (right, JJ)]	[(that, DT), (be, VB), (right, JJ)]	time202-cond1.txt
kid	what is that colorful stuff	[what, is, that, colorful, stuff]	[what, be, that, colorful, stuff]	[(what, WP), (is, VBZ), (that, DT), (colorful, JJ), (stuff, NN)]	[(what, WP), (be, VB), (that, DT), (colorful, JJ), (stuff, NN)]	time202-cond1.txt
